,League,Player Link,Player,Position,Age,Country,Join,Market Value,Club,Year
180,Bundesliga,https://www.transfermarkt.co.uk/danilo-soares/profil/spieler/154396,Danilo Soares,Left-Back,30.0,Brazil,1826.0,2.2,VfL Bochum,2022
181,Bundesliga,https://www.transfermarkt.co.uk/konstantinos-stafylidis/profil/spieler/148967,Konstantinos Stafylidis,Left-Back,28.0,Greece,-5.0,1.8,VfL Bochum,2022
182,Bundesliga,https://www.transfermarkt.co.uk/moritz-romling/profil/spieler/452222,Moritz Romling,Left-Back,21.0,Germany,1096.0,0.2,VfL Bochum,2022
183,Bundesliga,https://www.transfermarkt.co.uk/herbert-bockhorn/profil/spieler/186477,Herbert Bockhorn,Right-Back,27.0,Germany,702.0,0.8,VfL Bochum,2022
184,Bundesliga,https://www.transfermarkt.co.uk/cristian-gamboa/profil/spieler/121686,Cristian Gamboa,Right-Back,32.0,Costa Rica,1039.0,0.7,VfL Bochum,2022
185,Bundesliga,https://www.transfermarkt.co.uk/anthony-losilla/profil/spieler/111266,Anthony Losilla,Defensive Midfield,36.0,France,2922.0,0.5,VfL Bochum,2022
186,Bundesliga,https://www.transfermarkt.co.uk/elvis-rexhbecaj/profil/spieler/280575,Elvis Rexhbecaj,Central Midfield,24.0,Germany,333.0,4.0,VfL Bochum,2022
187,Bundesliga,https://www.transfermarkt.co.uk/eduard-lowen/profil/spieler/260655,Eduard Lowen,Central Midfield,25.0,Germany,365.0,2.0,VfL Bochum,2022
188,Bundesliga,https://www.transfermarkt.co.uk/patrick-osterhage/profil/spieler/443331,Patrick Osterhage,Central Midfield,22.0,Germany,365.0,0.9,VfL Bochum,2022
189,Bundesliga,https://www.transfermarkt.co.uk/robert-tesche/profil/spieler/41458,Robert Tesche,Central Midfield,35.0,Germany,1461.0,0.35,VfL Bochum,2022
190,Bundesliga,https://www.transfermarkt.co.uk/raman-chibsah/profil/spieler/199633,Raman Chibsah,Central Midfield,29.0,Ghana,651.0,0.25,VfL Bochum,2022
191,Bundesliga,https://www.transfermarkt.co.uk/milos-pantovic/profil/spieler/232144,Milos Pantovic,Attacking Midfield,25.0,Serbia,1461.0,2.2,VfL Bochum,2022
192,Bundesliga,https://www.transfermarkt.co.uk/tom-weilandt/profil/spieler/93837,Tom Weilandt,Attacking Midfield,30.0,Germany,2191.0,0.25,VfL Bochum,2022
193,Bundesliga,https://www.transfermarkt.co.uk/gerrit-holtmann/profil/spieler/190289,Gerrit Holtmann,Left Winger,27.0,Philippines,676.0,4.5,VfL Bochum,2022
194,Bundesliga,https://www.transfermarkt.co.uk/christopher-antwi-adjei/profil/spieler/289182,Christopher Antwi-Adjei,Left Winger,28.0,Ghana,365.0,1.0,VfL Bochum,2022
195,Bundesliga,https://www.transfermarkt.co.uk/danny-blum/profil/spieler/41541,Danny Blum,Left Winger,31.0,Germany,1096.0,0.6,VfL Bochum,2022
196,Bundesliga,https://www.transfermarkt.co.uk/takuma-asano/profil/spieler/245744,Takuma Asano,Right Winger,27.0,Japan,365.0,3.0,VfL Bochum,2022
197,Bundesliga,https://www.transfermarkt.co.uk/tarsis-bonga/profil/spieler/283140,Tarsis Bonga,Right Winger,25.0,Germany,716.0,0.3,VfL Bochum,2022
198,Bundesliga,https://www.transfermarkt.co.uk/sebastian-polter/profil/spieler/60957,Sebastian Polter,Centre-Forward,31.0,Germany,322.0,2.2,VfL Bochum,2022
200,Bundesliga,https://www.transfermarkt.co.uk/simon-zoller/profil/spieler/79967,Simon Zoller,Centre-Forward,31.0,Germany,1277.0,1.1,VfL Bochum,2022
201,Bundesliga,https://www.transfermarkt.co.uk/silvere-ganvoula/profil/spieler/312819,Silvere Ganvoula,Centre-Forward,26.0,Congo,1092.0,0.6,VfL Bochum,2022
202,Bundesliga,https://www.transfermarkt.co.uk/soma-novothny/profil/spieler/148824,Soma Novothny,Centre-Forward,28.0,Hungary,662.0,0.4,VfL Bochum,2022
203,Bundesliga,https://www.transfermarkt.co.uk/luis-hartwig/profil/spieler/571140,Luis Hartwig,Centre-Forward,19.0,Germany,365.0,0.2,VfL Bochum,2022
204,Ligue 1,https://www.transfermarkt.co.uk/ouparine-djoco/profil/spieler/594993,Ouparine Djoco,Goalkeeper,24.0,France,1461.0,1.8,Clermont Foot 63,2022
205,Ligue 1,https://www.transfermarkt.co.uk/arthur-desmas/profil/spieler/379869,Arthur Desmas,Goalkeeper,28.0,France,730.0,1.2,Clermont Foot 63,2022
206,Ligue 1,https://www.transfermarkt.co.uk/lucas-margueron/profil/spieler/618463,Lucas Margueron,Goalkeeper,21.0,France,729.0,0.15,Clermont Foot 63,2022
207,Ligue 1,https://www.transfermarkt.co.uk/cedric-hountondji/profil/spieler/198709,Cedric Hountondji,Centre-Back,28.0,Benin,1092.0,3.0,Clermont Foot 63,2022
208,Ligue 1,https://www.transfermarkt.co.uk/alidu-seidu/profil/spieler/798404,Alidu Seidu,Centre-Back,22.0,Ghana,730.0,2.0,Clermont Foot 63,2022
209,Ligue 1,https://www.transfermarkt.co.uk/jean-claude-billong/profil/spieler/391192,Jean-Claude Billong,Centre-Back,28.0,Cameroon,318.0,1.0,Clermont Foot 63,2022
210,Ligue 1,https://www.transfermarkt.co.uk/florent-ogier/profil/spieler/91473,Florent Ogier,Centre-Back,33.0,France,1449.0,0.7,Clermont Foot 63,2022
211,Ligue 1,https://www.transfermarkt.co.uk/josue-albert/profil/spieler/170487,Josue Albert,Centre-Back,30.0,French Guiana,1461.0,0.3,Clermont Foot 63,2022
212,Ligue 1,https://www.transfermarkt.co.uk/baptiste-boit/profil/spieler/912601,Baptiste Boit,Centre-Back,20.0,France,,0.1,Clermont Foot 63,2022
213,Ligue 1,https://www.transfermarkt.co.uk/vital-nsimba/profil/spieler/203761,Vital Nsimba,Left-Back,28.0,DR Congo,1461.0,2.5,Clermont Foot 63,2022
214,Ligue 1,https://www.transfermarkt.co.uk/arial-mendy/profil/spieler/422715,Arial Mendy,Left-Back,27.0,Senegal,353.0,0.7,Clermont Foot 63,2022
215,Ligue 1,https://www.transfermarkt.co.uk/julien-boyer/profil/spieler/590629,Julien Boyer,Left-Back,24.0,France,730.0,0.45,Clermont Foot 63,2022
216,Ligue 1,https://www.transfermarkt.co.uk/akim-zedadka/profil/spieler/327863,Akim Zedadka,Right-Back,27.0,Algeria,1096.0,4.0,Clermont Foot 63,2022
217,Ligue 1,https://www.transfermarkt.co.uk/jerome-phojo/profil/spieler/170459,Jerome Phojo,Right-Back,29.0,France,1826.0,0.3,Clermont Foot 63,2022
218,Ligue 1,https://www.transfermarkt.co.uk/karim-mohamed/profil/spieler/942083,Karim Mohamed,Right-Back,21.0,Comoros,,0.1,Clermont Foot 63,2022
219,Ligue 1,https://www.transfermarkt.co.uk/oliver-kamdem/profil/spieler/969154,Oliver Kamdem,Right-Back,19.0,France,0.0,0.1,Clermont Foot 63,2022
220,Ligue 1,https://www.transfermarkt.co.uk/salis-abdul-samed/profil/spieler/688707,Salis Abdul Samed,Defensive Midfield,22.0,Ghana,354.0,3.0,Clermont Foot 63,2022
221,Ligue 1,https://www.transfermarkt.co.uk/yohann-magnin/profil/spieler/594997,Yohann Magnin,Defensive Midfield,25.0,France,1253.0,2.0,Clermont Foot 63,2022
222,Ligue 1,https://www.transfermarkt.co.uk/uri-busquets/profil/spieler/282721,Uri Busquets,Defensive Midfield,23.0,Spain,307.0,1.2,Clermont Foot 63,2022
223,Ligue 1,https://www.transfermarkt.co.uk/johan-gastien/profil/spieler/72121,Johan Gastien,Defensive Midfield,34.0,France,1461.0,0.8,Clermont Foot 63,2022
224,Ligue 1,https://www.transfermarkt.co.uk/jonathan-iglesias/profil/spieler/159907,Jonathan Iglesias,Central Midfield,33.0,Uruguay,1978.0,0.45,Clermont Foot 63,2022
225,Ligue 1,https://www.transfermarkt.co.uk/nael-jaby/profil/spieler/668503,Nael Jaby,Central Midfield,21.0,France,,0.25,Clermont Foot 63,2022
226,Ligue 1,https://www.transfermarkt.co.uk/fred-gnalega/profil/spieler/837093,Fred Gnalega,Central Midfield,20.0,Cote d'Ivoire,591.0,0.15,Clermont Foot 63,2022
227,Ligue 1,https://www.transfermarkt.co.uk/yuliwes-bellache/profil/spieler/1020544,Yuliwes Bellache,Central Midfield,19.0,Algeria,0.0,0.0,Clermont Foot 63,2022
228,Ligue 1,https://www.transfermarkt.co.uk/jim-allevinah/profil/spieler/646733,Jim Allevinah,Right Midfield,27.0,Gabon,1096.0,2.0,Clermont Foot 63,2022
229,Ligue 1,https://www.transfermarkt.co.uk/saif-eddine-khaoui/profil/spieler/270411,Saif-Eddine Khaoui,Attacking Midfield,27.0,Tunisia,321.0,1.5,Clermont Foot 63,2022
230,Ligue 1,https://www.transfermarkt.co.uk/jason-berthomier/profil/spieler/306191,Jason Berthomier,Attacking Midfield,32.0,France,1276.0,1.2,Clermont Foot 63,2022
231,Ligue 1,https://www.transfermarkt.co.uk/yadaly-diaby/profil/spieler/806496,Yadaly Diaby,Attacking Midfield,21.0,Guinea,0.0,0.2,Clermont Foot 63,2022
232,Ligue 1,https://www.transfermarkt.co.uk/aiman-maurer/profil/spieler/860056,Aiman Maurer,Attacking Midfield,17.0,Morocco,-215.0,0.1,Clermont Foot 63,2022
233,Ligue 1,https://www.transfermarkt.co.uk/elbasan-rashani/profil/spieler/149579,Elbasan Rashani,Left Winger,29.0,Kosovo,350.0,2.5,Clermont Foot 63,2022
235,Ligue 1,https://www.transfermarkt.co.uk/jodel-dossou/profil/spieler/221151,Jodel Dossou,Right Winger,30.0,Benin,685.0,1.8,Clermont Foot 63,2022
236,Ligue 1,https://www.transfermarkt.co.uk/aboubakar-sidibe/profil/spieler/503518,Aboubakar Sidibe,Right Winger,26.0,France,,0.15,Clermont Foot 63,2022
237,Ligue 1,https://www.transfermarkt.co.uk/mohamed-bayo/profil/spieler/594991,Mohamed Bayo,Centre-Forward,24.0,Guinea,1694.0,12.0,Clermont Foot 63,2022
239,Ligue 1,https://www.transfermarkt.co.uk/grejohn-kyei/profil/spieler/321647,Grejohn Kyei,Centre-Forward,26.0,France,151.0,1.2,Clermont Foot 63,2022
240,Ligue 1,https://www.transfermarkt.co.uk/jordan-tell/profil/spieler/272644,Jordan Tell,Centre-Forward,25.0,Guadeloupe,724.0,0.6,Clermont Foot 63,2022
241,Ligue 1,https://www.transfermarkt.co.uk/bryan-teixeira/profil/spieler/657635,Bryan Teixeira,Centre-Forward,21.0,Cape Verde,1096.0,0.3,Clermont Foot 63,2022
242,Ligue 1,https://www.transfermarkt.co.uk/mathis-clairicia/profil/spieler/969153,Mathis Clairicia,Centre-Forward,19.0,France,,0.1,Clermont Foot 63,2022
244,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/danilo-batista/profil/spieler/1008105,Danilo Batista,Midfield,20.0,Brazil,,0.0,Goias EC,2022
245,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/kaua-moura/profil/spieler/1074477,Kaua Moura,Defence,18.0,Brazil,,0.0,Goias EC,2022
246,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/eduardo-simioni/profil/spieler/1074483,Eduardo Simioni,Midfield,19.0,Brazil,,0.0,Goias EC,2022
247,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/ivo-jesus/profil/spieler/1074484,Ivo Jesus,Attack,18.0,Brazil,,0.0,Goias EC,2022
248,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/guilherme-dourado/profil/spieler/1074485,Guilherme Dourado,Midfield,17.0,Brazil,,0.0,Goias EC,2022
249,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/tadeu/profil/spieler/258367,Tadeu,Goalkeeper,30.0,Brazil,912.0,1.5,Goias EC,2022
250,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/marcelo-rangel/profil/spieler/412610,Marcelo Rangel,Goalkeeper,34.0,Brazil,1992.0,0.15,Goias EC,2022
251,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/matheus-alves/profil/spieler/363772,Matheus Alves,Goalkeeper,27.0,Brazil,,0.1,Goias EC,2022
252,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/marcio-victor/profil/spieler/593001,Marcio Victor,Goalkeeper,21.0,Brazil,87.0,0.05,Goias EC,2022
253,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luis-felype/profil/spieler/863120,Luis Felype,Goalkeeper,21.0,Brazil,87.0,0.0,Goias EC,2022
254,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/jose-catula/profil/spieler/1074480,Jose Catula,Goalkeeper,18.0,Brazil,,0.0,Goias EC,2022
257,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/reynaldo/profil/spieler/514297,Reynaldo,Centre-Back,25.0,Brazil,410.0,0.85,Goias EC,2022
258,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/caetano/profil/spieler/625345,Caetano,Centre-Back,23.0,Brazil,158.0,0.45,Goias EC,2022
259,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/iago-mendonca/profil/spieler/678992,Iago Mendonca,Centre-Back,22.0,Brazil,912.0,0.25,Goias EC,2022
260,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/yan-souto/profil/spieler/979629,Yan Souto,Centre-Back,20.0,Brazil,115.0,0.15,Goias EC,2022
261,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/everson-bispo/profil/spieler/468253,Everson Bispo,Centre-Back,24.0,Brazil,178.0,0.1,Goias EC,2022
262,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/sidimar/profil/spieler/129119,Sidimar,Centre-Back,29.0,Brazil,63.0,0.0,Goias EC,2022
263,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/da-silva/profil/spieler/863104,Da Silva,Centre-Back,21.0,Brazil,181.0,0.0,Goias EC,2022
264,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/danilo-cardoso/profil/spieler/870414,Danilo Cardoso,Centre-Back,25.0,Brazil,-18.0,0.0,Goias EC,2022
265,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/thierry/profil/spieler/1074475,Thierry,Centre-Back,17.0,Brazil,,0.0,Goias EC,2022
266,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luis-miguel/profil/spieler/1074476,Luis Miguel,Centre-Back,19.0,Brazil,,0.0,Goias EC,2022
267,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luis-mina/profil/spieler/1074478,Luis Mina,Centre-Back,19.0,Brazil,,0.0,Goias EC,2022
270,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/hugo/profil/spieler/730708,Hugo,Left-Back,24.0,Brazil,401.0,0.5,Goias EC,2022
272,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/daniel-de-pauli/profil/spieler/801817,Daniel de Pauli,Left-Back,22.0,Brazil,,0.1,Goias EC,2022
273,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/juan-tavares/profil/spieler/933879,Juan Tavares,Left-Back,20.0,Brazil,181.0,0.0,Goias EC,2022
275,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/auremir/profil/spieler/151505,Auremir,Right-Back,30.0,Brazil,157.0,0.6,Goias EC,2022
276,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/maguinho/profil/spieler/350766,Maguinho,Right-Back,30.0,Brazil,154.0,0.4,Goias EC,2022
277,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/apodi/profil/spieler/59930,Apodi,Right-Back,35.0,Brazil,395.0,0.35,Goias EC,2022
278,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/douglas-pele/profil/spieler/868085,Douglas Pele,Right-Back,22.0,Brazil,84.0,0.0,Goias EC,2022
280,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/daniel-ghiggino/profil/spieler/1074486,Daniel Ghiggino,Right-Back,19.0,Brazil,,0.0,Goias EC,2022
282,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/caio-vinicius/profil/spieler/565443,Caio Vinicius,Defensive Midfield,23.0,Brazil,417.0,1.0,Goias EC,2022
283,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/henrique-lordelo/profil/spieler/800848,Henrique Lordelo,Defensive Midfield,22.0,Brazil,334.0,0.1,Goias EC,2022
284,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/nathan-melo/profil/spieler/880248,Nathan Melo,Defensive Midfield,21.0,Brazil,181.0,0.1,Goias EC,2022
287,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/miguel-ferreira/profil/spieler/596527,Miguel Ferreira,Central Midfield,22.0,Brazil,1642.0,0.6,Goias EC,2022
288,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/fellipe-bastos/profil/spieler/31127,Fellipe Bastos,Central Midfield,32.0,Brazil,333.0,0.35,Goias EC,2022
290,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/marquinhos-gabriel/profil/spieler/100091,Marquinhos Gabriel,Attacking Midfield,31.0,Brazil,-45.0,1.2,Goias EC,2022
291,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/elvis/profil/spieler/76135,Elvis,Attacking Midfield,31.0,Brazil,434.0,0.85,Goias EC,2022
292,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luan-dias/profil/spieler/739218,Luan Dias,Attacking Midfield,24.0,Brazil,86.0,0.75,Goias EC,2022
293,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/marco-antonio/profil/spieler/371997,Marco Antonio,Attacking Midfield,21.0,Brazil,-19.0,0.3,Goias EC,2022
294,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/albano/profil/spieler/530413,Albano,Attacking Midfield,25.0,Brazil,400.0,0.15,Goias EC,2022
295,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/lincon/profil/spieler/989592,Lincon,Attacking Midfield,20.0,Brazil,,0.0,Goias EC,2022
296,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/kauan/profil/spieler/1074479,Kauan,Attacking Midfield,17.0,Brazil,,0.0,Goias EC,2022
297,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/matheus-santos/profil/spieler/688773,Matheus Santos,Attacking Midfield,23.0,Brazil,73.0,0.0,Goias EC,2022
298,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/vinicius/profil/spieler/146020,Vinicius,Left Winger,28.0,Brazil,-25.0,1.3,Goias EC,2022
299,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/valber-junior/profil/spieler/978074,Valber Junior,Left Winger,19.0,Brazil,,0.0,Goias EC,2022
300,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luiz-filipe/profil/spieler/837534,Luiz Filipe,Left Winger,21.0,Brazil,84.0,0.0,Goias EC,2022
301,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/luan-madson/profil/spieler/192318,Luan Madson,Right Winger,31.0,Brazil,133.0,0.75,Goias EC,2022
302,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/dada-belmonte/profil/spieler/546253,Dada Belmonte,Right Winger,25.0,Brazil,86.0,0.5,Goias EC,2022
303,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/indio/profil/spieler/843368,Indio,Right Winger,21.0,Brazil,,0.2,Goias EC,2022
304,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/pedro-bahia/profil/spieler/880256,Pedro Bahia,Right Winger,20.0,Brazil,,0.0,Goias EC,2022
305,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/reginaldo/profil/spieler/989593,Reginaldo,Right Winger,19.0,Brazil,,0.0,Goias EC,2022
306,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/pedro-junqueira/profil/spieler/1022057,Pedro Junqueira,Right Winger,18.0,Brazil,181.0,0.0,Goias EC,2022
307,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/alan-stence/profil/spieler/1074474,Alan Stence,Right Winger,19.0,Brazil,-66.0,0.0,Goias EC,2022
309,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/pedro-raul/profil/spieler/547443,Pedro Raul,Centre-Forward,25.0,Brazil,147.0,1.0,Goias EC,2022
311,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/nicolas/profil/spieler/186408,Nicolas,Centre-Forward,32.0,Brazil,85.0,0.45,Goias EC,2022
312,Campeonato Brasileiro Série A,https://www.transfermarkt.co.uk/breno-herculano/profil/spieler/978480,Breno Herculano,Centre-Forward,23.0,Brazil,-31.0,0.0,Goias EC,2022
313,Bundesliga,https://www.transfermarkt.co.uk/andreas-linde/profil/spieler/199221,Andreas Linde,Goalkeeper,28.0,Sweden,172.0,0.9,SpVgg Greuther Furth,2022
314,Bundesliga,https://www.transfermarkt.co.uk/sascha-burchert/profil/spieler/36898,Sascha Burchert,Goalkeeper,32.0,Germany,2191.0,0.4,SpVgg Greuther Furth,2022
315,Bundesliga,https://www.transfermarkt.co.uk/marius-funk/profil/spieler/170517,Marius Funk,Goalkeeper,26.0,Germany,2191.0,0.3,SpVgg Greuther Furth,2022
316,Bundesliga,https://www.transfermarkt.co.uk/leon-schaffran/profil/spieler/291383,Leon Schaffran,Goalkeeper,23.0,Germany,1461.0,0.125,SpVgg Greuther Furth,2022
317,Bundesliga,https://www.transfermarkt.co.uk/lasse-schulz/profil/spieler/748061,Lasse Schulz,Goalkeeper,19.0,Finland,365.0,0.125,SpVgg Greuther Furth,2022
318,Bundesliga,https://www.transfermarkt.co.uk/maximilian-bauer/profil/spieler/388363,Maximilian Bauer,Centre-Back,22.0,Germany,1423.0,1.6,SpVgg Greuther Furth,2022
319,Bundesliga,https://www.transfermarkt.co.uk/justin-hoogma/profil/spieler/411287,Justin Hoogma,Centre-Back,24.0,Netherlands,351.0,1.0,SpVgg Greuther Furth,2022
322,Bundesliga,https://www.transfermarkt.co.uk/gideon-jung/profil/spieler/247661,Gideon Jung,Centre-Back,27.0,Germany,365.0,0.7,SpVgg Greuther Furth,2022
323,Bundesliga,https://www.transfermarkt.co.uk/abdourahmane-barry/profil/spieler/536472,Abdourahmane Barry,Centre-Back,22.0,France,681.0,0.3,SpVgg Greuther Furth,2022
324,Bundesliga,https://www.transfermarkt.co.uk/oliver-fobassam/profil/spieler/690218,Oliver Fobassam,Centre-Back,19.0,Germany,0.0,0.2,SpVgg Greuther Furth,2022
325,Bundesliga,https://www.transfermarkt.co.uk/luca-itter/profil/spieler/296378,Luca Itter,Left-Back,23.0,Germany,0.0,1.5,SpVgg Greuther Furth,2022
326,Bundesliga,https://www.transfermarkt.co.uk/jetro-willems/profil/spieler/146258,Jetro Willems,Left-Back,28.0,Netherlands,310.0,1.0,SpVgg Greuther Furth,2022
327,Bundesliga,https://www.transfermarkt.co.uk/marco-meyerhofer/profil/spieler/196084,Marco Meyerhofer,Right-Back,26.0,Germany,1096.0,2.0,SpVgg Greuther Furth,2022
328,Bundesliga,https://www.transfermarkt.co.uk/simon-asta/profil/spieler/392131,Simon Asta,Right-Back,21.0,Germany,634.0,0.9,SpVgg Greuther Furth,2022
329,Bundesliga,https://www.transfermarkt.co.uk/max-christiansen/profil/spieler/192300,Max Christiansen,Defensive Midfield,25.0,Germany,365.0,1.5,SpVgg Greuther Furth,2022
