,League,Player Link,Player,Position,Age,Country,Join,Market Value,Club,Year
1727,Serie A,https://www.transfermarkt.co.uk/salim-abubakar/profil/spieler/745436,Salim Abubakar,Central Midfield,19.0,Niger,,0.1,US Sassuolo,2022
1728,Serie A,https://www.transfermarkt.co.uk/justin-kumi/profil/spieler/808559,Justin Kumi,Central Midfield,17.0,Italy,,0.0,US Sassuolo,2022
1729,Serie A,https://www.transfermarkt.co.uk/yeferson-paz/profil/spieler/655525,Yeferson Paz,Right Midfield,20.0,Colombia,0.0,0.2,US Sassuolo,2022
1730,Serie A,https://www.transfermarkt.co.uk/hamed-junior-traore/profil/spieler/391065,Hamed Junior Traore,Attacking Midfield,22.0,Cote d'Ivoire,365.0,22.0,US Sassuolo,2022
1731,Serie A,https://www.transfermarkt.co.uk/filip-djuricic/profil/spieler/94307,Filip Djuricic,Attacking Midfield,30.0,Serbia,1461.0,4.0,US Sassuolo,2022
1732,Serie A,https://www.transfermarkt.co.uk/jeremie-boga/profil/spieler/216569,Jeremie Boga,Left Winger,25.0,Cote d'Ivoire,1441.0,19.0,US Sassuolo,2022
1733,Serie A,https://www.transfermarkt.co.uk/emil-konradsen-ceide/profil/spieler/508371,Emil Konradsen Ceide,Left Winger,20.0,Norway,0.0,2.0,US Sassuolo,2022
1734,Serie A,https://www.transfermarkt.co.uk/lukas-haraslin/profil/spieler/239941,Lukas Haraslin,Left Winger,26.0,Slovakia,668.0,1.7,US Sassuolo,2022
1736,Serie A,https://www.transfermarkt.co.uk/asan-mata/profil/spieler/691828,Asan Mata,Left Winger,18.0,Albania,,0.075,US Sassuolo,2022
1737,Serie A,https://www.transfermarkt.co.uk/nicolas-schiappacasse/profil/spieler/345473,Nicolas Schiappacasse,Left Winger,23.0,Uruguay,634.0,0.0,US Sassuolo,2022
1738,Serie A,https://www.transfermarkt.co.uk/domenico-berardi/profil/spieler/177843,Domenico Berardi,Right Winger,27.0,Italy,2557.0,35.0,US Sassuolo,2022
1739,Serie A,https://www.transfermarkt.co.uk/brian-oddei/profil/spieler/546176,Brian Oddei,Right Winger,19.0,Ghana,546.0,0.9,US Sassuolo,2022
1740,Serie A,https://www.transfermarkt.co.uk/giacomo-raspadori/profil/spieler/405885,Giacomo Raspadori,Second Striker,22.0,Italy,1461.0,28.0,US Sassuolo,2022
1741,Serie A,https://www.transfermarkt.co.uk/gianluca-scamacca/profil/spieler/315867,Gianluca Scamacca,Centre-Forward,23.0,Italy,1826.0,30.0,US Sassuolo,2022
1742,Serie A,https://www.transfermarkt.co.uk/luca-moro/profil/spieler/600936,Luca Moro,Centre-Forward,21.0,Italy,151.0,3.5,US Sassuolo,2022
1743,Serie A,https://www.transfermarkt.co.uk/gregoire-defrel/profil/spieler/163222,Gregoire Defrel,Centre-Forward,31.0,France,668.0,3.0,US Sassuolo,2022
1744,Serie A,https://www.transfermarkt.co.uk/francesco-caputo/profil/spieler/84765,Francesco Caputo,Centre-Forward,34.0,Italy,1084.0,2.5,US Sassuolo,2022
1745,Serie A,https://www.transfermarkt.co.uk/luigi-samele/profil/spieler/658244,Luigi Samele,Centre-Forward,20.0,Italy,,0.25,US Sassuolo,2022
1746,Serie A,https://www.transfermarkt.co.uk/marco-silvestri/profil/spieler/85528,Marco Silvestri,Goalkeeper,31.0,Italy,346.0,5.0,Udinese Calcio,2022
1747,Serie A,https://www.transfermarkt.co.uk/simone-scuffet/profil/spieler/238993,Simone Scuffet,Goalkeeper,26.0,Italy,3287.0,0.6,Udinese Calcio,2022
1748,Serie A,https://www.transfermarkt.co.uk/daniele-padelli/profil/spieler/27807,Daniele Padelli,Goalkeeper,36.0,Italy,365.0,0.4,Udinese Calcio,2022
1749,Serie A,https://www.transfermarkt.co.uk/manuel-gasparini/profil/spieler/487828,Manuel Gasparini,Goalkeeper,20.0,Italy,668.0,0.2,Udinese Calcio,2022
1750,Serie A,https://www.transfermarkt.co.uk/antonio-santurro/profil/spieler/130388,Antonio Santurro,Goalkeeper,30.0,Dominican Republic,271.0,0.05,Udinese Calcio,2022
1751,Serie A,https://www.transfermarkt.co.uk/edoardo-piana/profil/spieler/612059,Edoardo Piana,Goalkeeper,18.0,Italy,0.0,0.05,Udinese Calcio,2022
1752,Serie A,https://www.transfermarkt.co.uk/matteo-carnelos/profil/spieler/617178,Matteo Carnelos,Goalkeeper,19.0,Italy,,0.025,Udinese Calcio,2022
1754,Serie A,https://www.transfermarkt.co.uk/rodrigo-becao/profil/spieler/410158,Rodrigo Becao,Centre-Back,26.0,Brazil,1091.0,6.0,Udinese Calcio,2022
1756,Serie A,https://www.transfermarkt.co.uk/samir-caetano/profil/spieler/255744,Samir Caetano,Centre-Back,27.0,Brazil,2361.0,5.0,Udinese Calcio,2022
1757,Serie A,https://www.transfermarkt.co.uk/bram-nuytinck/profil/spieler/104597,Bram Nuytinck,Centre-Back,32.0,Netherlands,1798.0,3.5,Udinese Calcio,2022
1759,Serie A,https://www.transfermarkt.co.uk/sebastien-de-maio/profil/spieler/56830,Sebastien De Maio,Centre-Back,35.0,France,1096.0,0.35,Udinese Calcio,2022
1760,Serie A,https://www.transfermarkt.co.uk/nicolo-cocetta/profil/spieler/704692,Nicolo Cocetta,Centre-Back,18.0,Italy,,0.075,Udinese Calcio,2022
1761,Serie A,https://www.transfermarkt.co.uk/destiny-udogie/profil/spieler/556385,Destiny Udogie,Left-Back,19.0,Italy,-47.0,17.0,Udinese Calcio,2022
1762,Serie A,https://www.transfermarkt.co.uk/marvin-zeegelaar/profil/spieler/92899,Marvin Zeegelaar,Left-Back,31.0,Netherlands,-249.0,0.8,Udinese Calcio,2022
1763,Serie A,https://www.transfermarkt.co.uk/raed-jaziri/profil/spieler/704711,Raed Jaziri,Left-Back,19.0,Tunisia,,0.025,Udinese Calcio,2022
1764,Serie A,https://www.transfermarkt.co.uk/nahuel-molina/profil/spieler/424042,Nahuel Molina,Right-Back,24.0,Argentina,654.0,20.0,Udinese Calcio,2022
1765,Serie A,https://www.transfermarkt.co.uk/brandon-soppy/profil/spieler/546880,Brandon Soppy,Right-Back,20.0,France,305.0,5.0,Udinese Calcio,2022
1766,Serie A,https://www.transfermarkt.co.uk/jens-stryger-larsen/profil/spieler/69646,Jens Stryger Larsen,Right-Back,31.0,Denmark,1772.0,2.0,Udinese Calcio,2022
1767,Serie A,https://www.transfermarkt.co.uk/lorenzo-codutti/profil/spieler/704693,Lorenzo Codutti,Right-Back,19.0,Italy,,0.05,Udinese Calcio,2022
1768,Serie A,https://www.transfermarkt.co.uk/walace/profil/spieler/323954,Walace,Defensive Midfield,27.0,Brazil,1054.0,5.0,Udinese Calcio,2022
1769,Serie A,https://www.transfermarkt.co.uk/mato-jajalo/profil/spieler/47513,Mato Jajalo,Defensive Midfield,34.0,Bosnia-Herzegovina,1096.0,0.4,Udinese Calcio,2022
1770,Serie A,https://www.transfermarkt.co.uk/riccardo-castagnaviz/profil/spieler/704708,Riccardo Castagnaviz,Defensive Midfield,19.0,Italy,,0.075,Udinese Calcio,2022
1771,Serie A,https://www.transfermarkt.co.uk/mattia-damiani/profil/spieler/704709,Mattia Damiani,Defensive Midfield,19.0,Italy,,0.05,Udinese Calcio,2022
1772,Serie A,https://www.transfermarkt.co.uk/jean-victor-makengo/profil/spieler/322305,Jean-Victor Makengo,Central Midfield,24.0,France,634.0,7.5,Udinese Calcio,2022
1773,Serie A,https://www.transfermarkt.co.uk/roberto-pereyra/profil/spieler/112302,Roberto Pereyra,Central Midfield,31.0,Argentina,641.0,6.5,Udinese Calcio,2022
1774,Serie A,https://www.transfermarkt.co.uk/tolgay-arslan/profil/spieler/53536,Tolgay Arslan,Central Midfield,31.0,Germany,651.0,2.3,Udinese Calcio,2022
1775,Serie A,https://www.transfermarkt.co.uk/martin-palumbo/profil/spieler/617170,Martin Palumbo,Central Midfield,20.0,Norway,668.0,0.7,Udinese Calcio,2022
1776,Serie A,https://www.transfermarkt.co.uk/marco-ballarini/profil/spieler/465279,Marco Ballarini,Central Midfield,21.0,Italy,760.0,0.1,Udinese Calcio,2022
1777,Serie A,https://www.transfermarkt.co.uk/riccardo-pinzi/profil/spieler/704712,Riccardo Pinzi,Central Midfield,18.0,Italy,,0.1,Udinese Calcio,2022
1778,Serie A,https://www.transfermarkt.co.uk/jacopo-fedrizzi/profil/spieler/704710,Jacopo Fedrizzi,Central Midfield,19.0,Italy,,0.05,Udinese Calcio,2022
1779,Serie A,https://www.transfermarkt.co.uk/lazar-samard%C5%BEi%C4%87/profil/spieler/528833,Lazar Samardzic,Attacking Midfield,20.0,Serbia,330.0,3.5,Udinese Calcio,2022
1780,Serie A,https://www.transfermarkt.co.uk/simone-pafundi/profil/spieler/876400,Simone Pafundi,Attacking Midfield,16.0,Italy,0.0,0.0,Udinese Calcio,2022
1781,Serie A,https://www.transfermarkt.co.uk/simone-ianesi/profil/spieler/574889,Simone Ianesi,Left Winger,20.0,Italy,,0.125,Udinese Calcio,2022
1782,Serie A,https://www.transfermarkt.co.uk/ignacio-pussetto/profil/spieler/283528,Ignacio Pussetto,Right Winger,26.0,Argentina,634.0,3.0,Udinese Calcio,2022
1783,Serie A,https://www.transfermarkt.co.uk/fernando-forestieri/profil/spieler/44948,Fernando Forestieri,Second Striker,32.0,Italy,661.0,0.875,Udinese Calcio,2022
1784,Serie A,https://www.transfermarkt.co.uk/gerard-deulofeu/profil/spieler/129476,Gerard Deulofeu,Centre-Forward,28.0,Spain,517.0,15.0,Udinese Calcio,2022
1786,Serie A,https://www.transfermarkt.co.uk/isaac-success/profil/spieler/295331,Isaac Success,Centre-Forward,26.0,Nigeria,309.0,3.0,Udinese Calcio,2022
1787,Serie A,https://www.transfermarkt.co.uk/stefano-okaka/profil/spieler/35249,Stefano Okaka,Centre-Forward,32.0,Italy,1033.0,2.9,Udinese Calcio,2022
1788,Serie A,https://www.transfermarkt.co.uk/cristo-gonzalez/profil/spieler/339707,Cristo Gonzalez,Centre-Forward,24.0,Spain,1078.0,1.5,Udinese Calcio,2022
1789,Serie A,https://www.transfermarkt.co.uk/ilija-nestorovski/profil/spieler/54581,Ilija Nestorovski,Centre-Forward,32.0,North Macedonia,1071.0,0.7,Udinese Calcio,2022
1790,Championship,https://www.transfermarkt.co.uk/marek-rodak/profil/spieler/186901,Marek Rodak,Goalkeeper,25.0,Slovakia,1096.0,5.0,Fulham ,2022
1791,Championship,https://www.transfermarkt.co.uk/paulo-gazzaniga/profil/spieler/195488,Paulo Gazzaniga,Goalkeeper,30.0,Argentina,342.0,2.0,Fulham ,2022
1792,Championship,https://www.transfermarkt.co.uk/fabri/profil/spieler/45882,Fabri,Goalkeeper,34.0,Spain,1438.0,0.5,Fulham ,2022
1793,Championship,https://www.transfermarkt.co.uk/damian-las/profil/spieler/504143,Damian Las,Goalkeeper,20.0,United States,,0.05,Fulham ,2022
1794,Championship,https://www.transfermarkt.co.uk/taye-ashby-hammond/profil/spieler/314354,Taye Ashby-Hammond,Goalkeeper,23.0,England,,0.0,Fulham ,2022
1795,Championship,https://www.transfermarkt.co.uk/tosin-adarabioyo/profil/spieler/258878,Tosin Adarabioyo,Centre-Back,24.0,England,634.0,15.0,Fulham ,2022
1796,Championship,https://www.transfermarkt.co.uk/alfie-mawson/profil/spieler/287431,Alfie Mawson,Centre-Back,28.0,England,1429.0,2.5,Fulham ,2022
1797,Championship,https://www.transfermarkt.co.uk/michael-hector/profil/spieler/157490,Michael Hector,Centre-Back,29.0,Jamaica,912.0,2.0,Fulham ,2022
1798,Championship,https://www.transfermarkt.co.uk/terence-kongolo/profil/spieler/152651,Terence Kongolo,Centre-Back,28.0,Netherlands,623.0,1.5,Fulham ,2022
1799,Championship,https://www.transfermarkt.co.uk/tim-ream/profil/spieler/145466,Tim Ream,Centre-Back,34.0,United States,2507.0,0.5,Fulham ,2022
1800,Championship,https://www.transfermarkt.co.uk/antonee-robinson/profil/spieler/349701,Antonee Robinson,Left-Back,24.0,United States,680.0,8.0,Fulham ,2022
1801,Championship,https://www.transfermarkt.co.uk/joe-bryan/profil/spieler/194460,Joe Bryan,Left-Back,28.0,England,1422.0,3.0,Fulham ,2022
1803,Championship,https://www.transfermarkt.co.uk/kenny-tete/profil/spieler/206746,Kenny Tete,Right-Back,26.0,Netherlands,659.0,4.0,Fulham ,2022
1804,Championship,https://www.transfermarkt.co.uk/steven-sessegnon/profil/spieler/406558,Steven Sessegnon,Right-Back,22.0,England,1096.0,1.5,Fulham ,2022
1805,Championship,https://www.transfermarkt.co.uk/cyrus-christie/profil/spieler/158623,Cyrus Christie,Right-Back,29.0,Ireland,1612.0,1.2,Fulham ,2022
1806,Championship,https://www.transfermarkt.co.uk/denis-odoi/profil/spieler/59641,Denis Odoi,Right-Back,34.0,Ghana,2178.0,0.7,Fulham ,2022
1807,Championship,https://www.transfermarkt.co.uk/marlon-fossey/profil/spieler/408562,Marlon Fossey,Right-Back,23.0,United States,,0.25,Fulham ,2022
1808,Championship,https://www.transfermarkt.co.uk/nathaniel-chalobah/profil/spieler/128900,Nathaniel Chalobah,Defensive Midfield,27.0,England,304.0,4.0,Fulham ,2022
1809,Championship,https://www.transfermarkt.co.uk/frank-anguissa/profil/spieler/354361,Frank Anguissa,Central Midfield,26.0,Cameroon,1422.0,30.0,Fulham ,2022
1810,Championship,https://www.transfermarkt.co.uk/harrison-reed/profil/spieler/226973,Harrison Reed,Central Midfield,27.0,England,670.0,10.0,Fulham ,2022
1811,Championship,https://www.transfermarkt.co.uk/jean-michael-seri/profil/spieler/178614,Jean Michael Seri,Central Midfield,30.0,Cote d'Ivoire,1450.0,5.0,Fulham ,2022
1812,Championship,https://www.transfermarkt.co.uk/tom-cairney/profil/spieler/123275,Tom Cairney,Central Midfield,31.0,Scotland,2557.0,5.0,Fulham ,2022
1813,Championship,https://www.transfermarkt.co.uk/josh-onomah/profil/spieler/243589,Josh Onomah,Central Midfield,25.0,England,1058.0,3.5,Fulham ,2022
1815,Championship,https://www.transfermarkt.co.uk/tyrese-francois/profil/spieler/528888,Tyrese Francois,Central Midfield,21.0,Australia,365.0,0.5,Fulham ,2022
1816,Championship,https://www.transfermarkt.co.uk/adrion-pajaziti/profil/spieler/626301,Adrion Pajaziti,Central Midfield,19.0,Albania,,0.0,Fulham ,2022
1817,Championship,https://www.transfermarkt.co.uk/fabio-carvalho/profil/spieler/559263,Fabio Carvalho,Attacking Midfield,19.0,Portugal,365.0,12.0,Fulham ,2022
1818,Championship,https://www.transfermarkt.co.uk/bobby-de-cordova-reid/profil/spieler/186186,Bobby De Cordova-Reid,Attacking Midfield,29.0,Jamaica,889.0,7.0,Fulham ,2022
1819,Championship,https://www.transfermarkt.co.uk/ivan-cavaleiro/profil/spieler/149716,Ivan Cavaleiro,Left Winger,28.0,Portugal,906.0,3.0,Fulham ,2022
1820,Championship,https://www.transfermarkt.co.uk/neeskens-kebano/profil/spieler/111422,Neeskens Kebano,Left Winger,30.0,DR Congo,2135.0,3.0,Fulham ,2022
1821,Championship,https://www.transfermarkt.co.uk/ollie-oneill/profil/spieler/610786,Ollie O'Neill,Left Winger,19.0,Ireland,,0.0,Fulham ,2022
1822,Championship,https://www.transfermarkt.co.uk/harry-wilson/profil/spieler/279455,Harry Wilson,Right Winger,25.0,Wales,342.0,17.0,Fulham ,2022
1823,Championship,https://www.transfermarkt.co.uk/anthony-knockaert/profil/spieler/149237,Anthony Knockaert,Right Winger,30.0,France,704.0,2.0,Fulham ,2022
1824,Championship,https://www.transfermarkt.co.uk/aleksandar-mitrovi%C4%87/profil/spieler/51152,Aleksandar Mitrovic,Centre-Forward,27.0,Serbia,1432.0,20.0,Fulham ,2022
1825,Championship,https://www.transfermarkt.co.uk/rodrigo-muniz/profil/spieler/735571,Rodrigo Muniz,Centre-Forward,21.0,Brazil,315.0,5.0,Fulham ,2022
1826,Championship,https://www.transfermarkt.co.uk/aboubakar-kamara/profil/spieler/290951,Aboubakar Kamara,Centre-Forward,27.0,Mauritania,1796.0,3.5,Fulham ,2022
1827,Championship,https://www.transfermarkt.co.uk/jay-stansfield/profil/spieler/696346,Jay Stansfield,Centre-Forward,19.0,England,,0.5,Fulham ,2022
1828,Serie A,https://www.transfermarkt.co.uk/emil-audero/profil/spieler/256339,Emil Audero,Goalkeeper,25.0,Italy,1096.0,6.0,UC Sampdoria,2022
1829,Serie A,https://www.transfermarkt.co.uk/wladimiro-falcone/profil/spieler/238537,Wladimiro Falcone,Goalkeeper,27.0,Italy,3083.0,3.0,UC Sampdoria,2022
1830,Serie A,https://www.transfermarkt.co.uk/nicola-ravaglia/profil/spieler/42796,Nicola Ravaglia,Goalkeeper,33.0,Italy,668.0,0.2,UC Sampdoria,2022
1831,Serie A,https://www.transfermarkt.co.uk/ivan-saio/profil/spieler/613533,Ivan Saio,Goalkeeper,20.0,Italy,,0.1,UC Sampdoria,2022
1832,Serie A,https://www.transfermarkt.co.uk/omar-colley/profil/spieler/174733,Omar Colley,Centre-Back,29.0,The Gambia,1461.0,4.5,UC Sampdoria,2022
1834,Serie A,https://www.transfermarkt.co.uk/radu-dragusin/profil/spieler/568559,Radu Dragusin,Centre-Back,20.0,Romania,304.0,3.5,UC Sampdoria,2022
1835,Serie A,https://www.transfermarkt.co.uk/jeison-murillo/profil/spieler/131102,Jeison Murillo,Centre-Back,30.0,Colombia,899.0,3.5,UC Sampdoria,2022
1836,Serie A,https://www.transfermarkt.co.uk/julian-chabot/profil/spieler/303219,Julian Chabot,Centre-Back,24.0,Germany,1096.0,2.0,UC Sampdoria,2022
1837,Serie A,https://www.transfermarkt.co.uk/alex-ferrari/profil/spieler/197491,Alex Ferrari,Centre-Back,27.0,Italy,1096.0,1.8,UC Sampdoria,2022
1838,Serie A,https://www.transfermarkt.co.uk/maya-yoshida/profil/spieler/81789,Maya Yoshida,Centre-Back,33.0,Japan,668.0,1.5,UC Sampdoria,2022
1839,Serie A,https://www.transfermarkt.co.uk/lorenzo-tonelli/profil/spieler/111347,Lorenzo Tonelli,Centre-Back,32.0,Italy,668.0,1.0,UC Sampdoria,2022
1840,Serie A,https://www.transfermarkt.co.uk/luigi-aquino/profil/spieler/552751,Luigi Aquino,Centre-Back,20.0,Italy,,0.175,UC Sampdoria,2022
1841,Serie A,https://www.transfermarkt.co.uk/giovanni-bonfanti/profil/spieler/663900,Giovanni Bonfanti,Centre-Back,19.0,Italy,,0.1,UC Sampdoria,2022
1842,Serie A,https://www.transfermarkt.co.uk/tommaso-augello/profil/spieler/284595,Tommaso Augello,Left-Back,27.0,Italy,668.0,3.5,UC Sampdoria,2022
1843,Serie A,https://www.transfermarkt.co.uk/nicola-murru/profil/spieler/171399,Nicola Murru,Left-Back,27.0,Italy,1826.0,2.0,UC Sampdoria,2022
1844,Serie A,https://www.transfermarkt.co.uk/francesco-migliardi/profil/spieler/622800,Francesco Migliardi,Left-Back,19.0,Italy,,0.15,UC Sampdoria,2022
1845,Serie A,https://www.transfermarkt.co.uk/bartosz-bereszynski/profil/spieler/144143,Bartosz Bereszynski,Right-Back,29.0,Poland,2005.0,4.0,UC Sampdoria,2022
1846,Serie A,https://www.transfermarkt.co.uk/fabio-depaoli/profil/spieler/324282,Fabio Depaoli,Right-Back,25.0,Italy,1096.0,2.8,UC Sampdoria,2022
1848,Serie A,https://www.transfermarkt.co.uk/albin-ekdal/profil/spieler/49275,Albin Ekdal,Defensive Midfield,32.0,Sweden,1417.0,1.0,UC Sampdoria,2022
1850,Serie A,https://www.transfermarkt.co.uk/gerard-yepes/profil/spieler/624436,Gerard Yepes,Defensive Midfield,19.0,Spain,0.0,0.5,UC Sampdoria,2022
1852,Serie A,https://www.transfermarkt.co.uk/morten-thorsby/profil/spieler/226524,Morten Thorsby,Central Midfield,26.0,Norway,1096.0,7.0,UC Sampdoria,2022
1853,Serie A,https://www.transfermarkt.co.uk/ronaldo-vieira/profil/spieler/434676,Ronaldo Vieira,Central Midfield,23.0,England,1430.0,3.5,UC Sampdoria,2022
1854,Serie A,https://www.transfermarkt.co.uk/adrien-silva/profil/spieler/56810,Adrien Silva,Central Midfield,33.0,Portugal,636.0,2.0,UC Sampdoria,2022
1855,Serie A,https://www.transfermarkt.co.uk/kristoffer-askildsen/profil/spieler/574495,Kristoffer Askildsen,Central Midfield,21.0,Norway,668.0,1.8,UC Sampdoria,2022
1856,Serie A,https://www.transfermarkt.co.uk/simone-trimboli/profil/spieler/487839,Simone Trimboli,Central Midfield,20.0,Italy,365.0,0.6,UC Sampdoria,2022
1857,Serie A,https://www.transfermarkt.co.uk/antonio-candreva/profil/spieler/25488,Antonio Candreva,Right Midfield,35.0,Italy,365.0,2.5,UC Sampdoria,2022
1858,Serie A,https://www.transfermarkt.co.uk/marco-somma/profil/spieler/567445,Marco Somma,Right Midfield,20.0,Italy,-9.0,0.175,UC Sampdoria,2022
1859,Serie A,https://www.transfermarkt.co.uk/jakub-jankto/profil/spieler/319160,Jakub Jankto,Left Midfield,26.0,Czech Republic,1096.0,4.0,UC Sampdoria,2022
1861,Serie A,https://www.transfermarkt.co.uk/abdelhamid-sabiri/profil/spieler/340394,Abdelhamid Sabiri,Attacking Midfield,25.0,Morocco,-214.0,3.0,UC Sampdoria,2022
1862,Serie A,https://www.transfermarkt.co.uk/valerio-verre/profil/spieler/162961,Valerio Verre,Attacking Midfield,28.0,Italy,1978.0,2.5,UC Sampdoria,2022
1863,Serie A,https://www.transfermarkt.co.uk/mikkel-damsgaard/profil/spieler/540941,Mikkel Damsgaard,Left Winger,21.0,Denmark,668.0,15.0,UC Sampdoria,2022
1864,Serie A,https://www.transfermarkt.co.uk/riccardo-ciervo/profil/spieler/628558,Riccardo Ciervo,Left Winger,20.0,Italy,304.0,1.5,UC Sampdoria,2022
1865,Serie A,https://www.transfermarkt.co.uk/gianluca-caprari/profil/spieler/146752,Gianluca Caprari,Second Striker,28.0,Italy,1826.0,10.0,UC Sampdoria,2022
1866,Serie A,https://www.transfermarkt.co.uk/sebastian-giovinco/profil/spieler/52312,Sebastian Giovinco,Second Striker,35.0,Italy,142.0,0.5,UC Sampdoria,2022
1867,Serie A,https://www.transfermarkt.co.uk/manolo-gabbiadini/profil/spieler/112343,Manolo Gabbiadini,Centre-Forward,30.0,Italy,1267.0,4.0,UC Sampdoria,2022
1868,Serie A,https://www.transfermarkt.co.uk/ernesto-torregrossa/profil/spieler/159883,Ernesto Torregrossa,Centre-Forward,30.0,Venezuela,365.0,3.0,UC Sampdoria,2022
1869,Serie A,https://www.transfermarkt.co.uk/vladyslav-supryaga/profil/spieler/419061,Vladyslav Supryaga,Centre-Forward,22.0,Ukraine,152.0,3.0,UC Sampdoria,2022
1871,Serie A,https://www.transfermarkt.co.uk/fabio-quagliarella/profil/spieler/22328,Fabio Quagliarella,Centre-Forward,39.0,Italy,2191.0,1.0,UC Sampdoria,2022
1872,Serie A,https://www.transfermarkt.co.uk/lorenzo-di-stefano/profil/spieler/650255,Lorenzo Di Stefano,Centre-Forward,19.0,Italy,,0.4,UC Sampdoria,2022
1873,Serie A,https://www.transfermarkt.co.uk/daniele-montevago/profil/spieler/678441,Daniele Montevago,Centre-Forward,19.0,Italy,-119.0,0.15,UC Sampdoria,2022
1874,Serie A,https://www.transfermarkt.co.uk/guglielmo-vicario/profil/spieler/286047,Guglielmo Vicario,Goalkeeper,25.0,Italy,0.0,10.0, Empoli,2022
1875,Serie A,https://www.transfermarkt.co.uk/alberto-brignoli/profil/spieler/146799,Alberto Brignoli,Goalkeeper,30.0,Italy,1079.0,1.2, Empoli,2022
1876,Serie A,https://www.transfermarkt.co.uk/jacopo-furlan/profil/spieler/163652,Jacopo Furlan,Goalkeeper,29.0,Italy,634.0,0.3, Empoli,2022
1877,Serie A,https://www.transfermarkt.co.uk/samir-ujkani/profil/spieler/42744,Samir Ujkani,Goalkeeper,33.0,Kosovo,334.0,0.2, Empoli,2022
1878,Serie A,https://www.transfermarkt.co.uk/klemen-hvalic/profil/spieler/603692,Klemen Hvalic,Goalkeeper,20.0,Slovenia,,0.1, Empoli,2022
1879,Serie A,https://www.transfermarkt.co.uk/valerio-biagini/profil/spieler/691529,Valerio Biagini,Goalkeeper,18.0,Italy,,0.075, Empoli,2022
1880,Serie A,https://www.transfermarkt.co.uk/mattia-viti/profil/spieler/493702,Mattia Viti,Centre-Back,20.0,Italy,730.0,7.0, Empoli,2022
1881,Serie A,https://www.transfermarkt.co.uk/sebastiano-luperto/profil/spieler/278531,Sebastiano Luperto,Centre-Back,25.0,Italy,-17.0,3.0, Empoli,2022
1882,Serie A,https://www.transfermarkt.co.uk/ardian-ismajli/profil/spieler/435228,Ardian Ismajli,Centre-Back,25.0,Albania,326.0,1.8, Empoli,2022
1883,Serie A,https://www.transfermarkt.co.uk/simone-romagnoli/profil/spieler/88706,Simone Romagnoli,Centre-Back,32.0,Italy,1613.0,1.0, Empoli,2022
1884,Serie A,https://www.transfermarkt.co.uk/simone-canestrelli/profil/spieler/358003,Simone Canestrelli,Centre-Back,21.0,Italy,365.0,1.0, Empoli,2022
1886,Serie A,https://www.transfermarkt.co.uk/leonardo-pezzola/profil/spieler/603676,Leonardo Pezzola,Centre-Back,20.0,Italy,,0.125, Empoli,2022
1887,Serie A,https://www.transfermarkt.co.uk/fabiano-parisi/profil/spieler/547985,Fabiano Parisi,Left-Back,21.0,Italy,647.0,4.5, Empoli,2022
1888,Serie A,https://www.transfermarkt.co.uk/liberato-cacace/profil/spieler/469211,Liberato Cacace,Left-Back,21.0,New Zealand,0.0,2.5, Empoli,2022
1889,Serie A,https://www.transfermarkt.co.uk/riccardo-marchizza/profil/spieler/297645,Riccardo Marchizza,Left-Back,24.0,Italy,336.0,2.0, Empoli,2022
1890,Serie A,https://www.transfermarkt.co.uk/alessio-rizza/profil/spieler/641553,Alessio Rizza,Left-Back,19.0,Italy,,0.15, Empoli,2022
1891,Serie A,https://www.transfermarkt.co.uk/petar-stojanovic/profil/spieler/183841,Petar Stojanovic,Right-Back,26.0,Slovenia,0.0,3.0, Empoli,2022
1892,Serie A,https://www.transfermarkt.co.uk/riccardo-fiamozzi/profil/spieler/197745,Riccardo Fiamozzi,Right-Back,29.0,Italy,365.0,0.5, Empoli,2022
1893,Serie A,https://www.transfermarkt.co.uk/samuele-ricci/profil/spieler/467992,Samuele Ricci,Defensive Midfield,20.0,Italy,1096.0,12.0, Empoli,2022
1894,Serie A,https://www.transfermarkt.co.uk/kristjan-asllani/profil/spieler/543771,Kristjan Asllani,Defensive Midfield,20.0,Albania,365.0,10.0, Empoli,2022
1895,Serie A,https://www.transfermarkt.co.uk/leo-stulac/profil/spieler/171159,Leo Stulac,Defensive Midfield,27.0,Slovenia,1071.0,2.2, Empoli,2022
1896,Serie A,https://www.transfermarkt.co.uk/duccio-degli-innocenti/profil/spieler/616169,Duccio Degli Innocenti,Defensive Midfield,19.0,Italy,0.0,0.5, Empoli,2022
1897,Serie A,https://www.transfermarkt.co.uk/samuele-damiani/profil/spieler/390117,Samuele Damiani,Defensive Midfield,24.0,Italy,1826.0,0.25, Empoli,2022
1898,Serie A,https://www.transfermarkt.co.uk/szymon-zurkowski/profil/spieler/387234,Szymon Zurkowski,Central Midfield,24.0,Poland,883.0,7.0, Empoli,2022
1899,Serie A,https://www.transfermarkt.co.uk/filippo-bandinelli/profil/spieler/240934,Filippo Bandinelli,Central Midfield,27.0,Italy,1084.0,3.0, Empoli,2022
1900,Serie A,https://www.transfermarkt.co.uk/nicolas-haas/profil/spieler/192638,Nicolas Haas,Central Midfield,26.0,Switzerland,365.0,3.0, Empoli,2022
1901,Serie A,https://www.transfermarkt.co.uk/liam-henderson/profil/spieler/193867,Liam Henderson,Central Midfield,26.0,Scotland,324.0,2.8, Empoli,2022
